Fornitore;Articolo;OrAcq - Data Prevista Evasione;OrAcq - Data Effettiva Evasione;OrAcq - Numero Documento;Causale Documento;Pagamento Documento;Riga Evasa;OrAcq - Importo Generale 1;OrAcq - Importo Generale da evadere 1;OrAcq - Importo Generale Evaso 1
;TEC-AS4C8M16S-7TCN;20 giu 2022;Non definito;179;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;65,78;0,00;0,00
;TEC-BUK98150-55A;03 gen 2022;13 gen 2022;2231;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;232,40;0,00;232,40
;TEC-DMN4026SSD-13;09 gen 2022;18 gen 2022;1662;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;252,00;0,00;252,00
;;09 giu 2022;Non definito;1662;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;405,00;0,00;0,00
;TEC-ZXM61N02F;23 mar 2022;Non definito;548;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;13,43;13,43;0,00
;TEC-VN808-32-E;15 lug 2022;Non definito;464;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;68,13;68,13;0,00
;TEC-NX2301P,215;13 gen 2022;18 gen 2022;84;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;35,20;0,00;35,20
;TEC-FUORI MAGAZZINO;07 set 2021;08 set 2021;1499;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;0,00;0,00;0,00
;;13 set 2021;20 set 2021;1572;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;71,24;0,00;71,24
;;;14 set 2021;1572;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;78,75;0,00;78,75
;;20 set 2021;23 set 2021;1587;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;12,24;0,00;12,24
;;11 ott 2021;12 ott 2021;1731;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;39,90;0,00;39,90
;;14 ott 2021;18 ott 2021;1731;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;0,00;0,00;0,00
;;20 ott 2021;25 ott 2021;1782;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;48,53;0,00;48,53
;;23 nov 2021;03 dic 2021;2093;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;5,00;0,00;5,00
;;10 dic 2021;17 dic 2021;2231;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;44,10;0,00;44,10
;;21 dic 2021;11 gen 2022;1934;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;4,23;0,00;4,23
;;11 gen 2022;17 gen 2022;53;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;5,00;0,00;5,00
;;21 feb 2022;22 feb 2022;349;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;2,33;0,00;2,33
;;23 feb 2022;25 feb 2022;405;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;26,40;0,00;26,40
;;08 mar 2022;10 mar 2022;464;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;4,41;0,00;4,41
;;16 mar 2022;24 mar 2022;486;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;85,58;0,00;85,58
;;23 mar 2022;Non definito;548;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;8,75;8,75;0,00
;;10 mar 2023;Non definito;272;Ordine a Fornitore;Rimessa Diretta 30gg fm;Chiusa senza completa evasione;18,82;0,00;0,00
;TEC-FX0454/S;19 gen 2022;25 gen 2022;31;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;189,28;0,00;189,28
;TEC-387-789;07 set 2021;08 set 2021;1499;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;29,88;0,00;29,88
;;10 nov 2021;11 nov 2021;1934;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;36,52;0,00;36,52
;;21 gen 2022;04 feb 2022;2272;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;142,75;0,00;142,75
;TEC-IPR3SAD3/LOG;20 ott 2021;25 ott 2021;1782;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;374,76;0,00;374,76
;;15 nov 2021;19 nov 2021;2025;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;1.324,47;0,00;1.324,47
;;30 apr 2022;Non definito;2101;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;500,85;500,85;0,00
;TEC-TPS70933DBVR;22 mar 2022;Non definito;154;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;144,75;144,75;0,00
;TEC-R1206-0R011 1%;25 ott 2021;27 ott 2021;1866;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;98,00;0,00;98,00
;TEC-R4W-4R7;03 gen 2022;13 gen 2022;2156;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;35,64;0,00;35,64
;TEC-289-253;02 feb 2022;04 feb 2022;214;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;15,75;0,00;15,75
;;08 feb 2022;12 feb 2022;2156;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;13,65;0,00;13,65
;;03 mar 2022;10 mar 2022;288;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;5,25;0,00;5,25
;TEC-MPX5500DP;31 ago 2022;Non definito;2272;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;1.185,84;1.185,84;0,00
;TEC-53015820;10 feb 2022;16 feb 2022;313;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;21,90;0,00;21,90
;TEC-LM4041CYM3-1.2-TR;18 nov 2021;23 nov 2021;2048;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;41,00;0,00;41,00
;;06 gen 2022;11 gen 2022;12;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;20,50;0,00;20,50
;TEC-192990-0360;13 gen 2022;17 gen 2022;84;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;29,04;0,00;29,04
;TEC-401-670;10 gen 2022;12 gen 2022;2272;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;236,91;0,00;236,91
;;03 feb 2022;08 feb 2022;261;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;211,90;0,00;211,90
;;08 apr 2022;Non definito;261;Ordine a Fornitore;Rimessa Diretta 30gg fm;Aperta;71,72;71,72;0,00
;TEC-BAS521,115;01 ott 2021;04 ott 2021;1688;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;22,20;0,00;22,20
;TEC-dsPIC33FJ128MC804-I;14 ott 2021;18 ott 2021;1731;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;28,45;0,00;28,45
;TEC-FMMT555TA;01 feb 2022;08 feb 2022;84;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;52,20;0,00;52,20
;TEC-BC337-25;18 nov 2021;23 nov 2021;2048;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;27,75;0,00;27,75
;TEC-T4112002051-000;20 set 2021;22 set 2021;1587;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;23,96;0,00;23,96
;;04 ott 2021;07 ott 2021;1711;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;33,96;0,00;33,96
;;13 gen 2022;17 gen 2022;84;Ordine a Fornitore;Rimessa Diretta 30gg fm;Evasa;103,60;0,00;103,60
S.T.P. SNC;TEC-ES/TS20MV1/020/ALA;03 feb 2022;24 mar 2022;1901;Ordine a Fornitore;Ricevuta Bancaria 60gg fm+5gg;Evasa;494,00;0,00;494,00
SCHURTER Electronics S.p.A.;TEC-3-104-672;04 apr 2022;Non definito;2325;Ordine a Fornitore;Addebito su carta di credito;Aperta;308,00;308,00;0,00
SERIGRAPH DI LILIANA BIAGIOLA & C. SNC;TEC-LAM-CA1806_03;22 feb 2022;25 feb 2022;366;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-IF_USB_V2_PS;05 mar 2022;08 mar 2022;441;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-BATTCHRG_0100;16 nov 2021;18 nov 2021;2034;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-CCLX_2.0.;05 nov 2021;09 nov 2021;1941;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-CLX_2.0.-BOT;31 dic 2021;11 gen 2022;2334;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-CLX_2.0.;05 nov 2021;09 nov 2021;1941;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-MMAX-Rev_2_0;05 nov 2021;09 nov 2021;1941;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-PLX_2.2. BOT;13 gen 2022;17 gen 2022;93;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-PLX_2.2.;05 nov 2021;09 nov 2021;1941;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-SCCLX_1.0;05 nov 2021;09 nov 2021;1941;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-CTRL_DRV_V10;09 nov 2021;11 nov 2021;1948;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-4 TASTI_V1.0;02 set 2021;03 set 2021;1478;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-ABIS 2.2;24 dic 2021;11 gen 2022;2319;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-DISPLAY 1E1;18 gen 2022;21 gen 2022;126;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-MADS 2.0;22 nov 2021;24 nov 2021;2067;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-MBU_3.2;17 dic 2021;20 dic 2021;2256;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-PB3000 rev.A;13 set 2021;20 set 2021;1570;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
;TEC-LAM-PCB-pIcon_2.1;09 set 2021;10 set 2021;1535;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Evasa;90,00;0,00;90,00
SERIPLAST S.r.l.;TEC-TERMOF-080-30006;10 giu 2022;Non definito;490;Ordine a Fornitore;Ricevuta Bancaria 30 gg df  fm;Aperta;212,50;212,50;0,00
SGE-SYSCOM S.P.A.;TEC-CC100NF-50V-0805-X7R;10 gen 2022;11 gen 2022;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;160,00;0,00;160,00
;;04 feb 2022;09 feb 2022;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;160,00;0,00;160,00
;;02 mag 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;160,00;160,00;0,00
;;04 lug 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;128,00;128,00;0,00
;;03 set 2022;Non definito;2228;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;40,00;40,00;0,00
;TEC-CC10NF-50V-0805-X7R;10 gen 2022;11 gen 2022;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;62,40;0,00;62,40
;;04 mar 2022;14 mar 2022;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;62,40;0,00;62,40
;;03 giu 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;83,20;83,20;0,00
;TEC-CC10PF-50V-0805-COG;04 feb 2022;09 feb 2022;232;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;32,00;0,00;32,00
;TEC-CC22nF-50V-0805-X7R;04 feb 2022;09 feb 2022;1664;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;30,00;0,00;30,00
;TEC-CC470NF-25V-0603-X7R;10 gen 2022;11 gen 2022;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;160,00;0,00;160,00
;;11 mar 2022;14 mar 2022;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;160,00;0,00;160,00
;;02 mag 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;160,00;160,00;0,00
;;04 lug 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;160,00;160,00;0,00
;;02 set 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;160,00;160,00;0,00
;TEC-R0603-100R 1%;04 mar 2022;14 mar 2022;110;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;20,00;0,00;20,00
;;06 giu 2022;Non definito;2286;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;20,00;20,00;0,00
;TEC-R0603-220R 1%;07 feb 2022;09 feb 2022;2286;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;4,00;0,00;4,00
;TEC-R0603-22R0 1%;07 feb 2022;09 feb 2022;2084;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;4,00;0,00;4,00
;TEC-R0603-49R9 1%;10 gen 2022;09 feb 2022;42;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;4,00;0,00;4,00
;TEC-R0805-1K00 1%;25 feb 2022;14 mar 2022;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;28,00;0,00;28,00
;;04 apr 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;14,00;14,00;0,00
;;02 mag 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;28,00;28,00;0,00
;;03 giu 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;14,00;14,00;0,00
;;04 lug 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;28,00;28,00;0,00
;TEC-R0805-220R 1%;25 feb 2022;14 mar 2022;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;14,00;0,00;14,00
;;04 apr 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;14,00;14,00;0,00
;;03 giu 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;14,00;14,00;0,00
;;04 lug 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;14,00;14,00;0,00
;TEC-R0805-68R0 1%;02 mag 2022;Non definito;1823;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;7,00;7,00;0,00
;TEC-B72207S0140K111;12 set 2022;Non definito;454;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;180,00;180,00;0,00
SHALLIN ELCTRONICS CO. LTD;TEC-B0970;07 dic 2021;20 dic 2021;1900;Ordine a Fornitore;Bonifico Anticipato;Evasa;3.540,76;0,00;3.540,76
;;10 mag 2022;Non definito;453;Ordine a Fornitore;Bonifico Anticipato;Aperta;6.560,88;6.560,88;0,00
;TEC-FUORI MAGAZZINO;07 dic 2021;20 dic 2021;1900;Ordine a Fornitore;Bonifico Anticipato;Evasa;77,14;0,00;77,14
SP Elettronica srl;TEC-EL175-05;18 mar 2022;29 mar 2022;527;Ordine a Fornitore;Non Disponibile;Evasa parzialmente;0,00;0,00;0,00
SPECIAL-IND PRODOTTI SPECIALI PER L'INDUSTRIA SPA;TEC-44206;05 mar 2022;14 mar 2022;1817;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;537,00;0,00;537,00
;;03 apr 2022;Non definito;1817;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;716,00;716,00;0,00
;;03 mag 2022;Non definito;1817;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;716,00;716,00;0,00
;;03 giu 2022;Non definito;1817;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;716,00;716,00;0,00
;;03 lug 2022;Non definito;1817;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;895,00;895,00;0,00
;;03 set 2022;Non definito;1817;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;358,00;358,00;0,00
;;03 ott 2022;Non definito;1817;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;358,00;358,00;0,00
;;03 nov 2022;Non definito;1817;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;359,40;359,40;0,00
;TEC-44098;05 feb 2022;04 feb 2022;1812;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;169,50;0,00;169,50
;;03 mar 2022;14 mar 2022;1812;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;904,00;0,00;904,00
;;03 apr 2022;Non definito;1812;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;565,00;565,00;0,00
;;03 mag 2022;Non definito;1812;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;565,00;565,00;0,00
;;;;347;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;2.147,00;2.147,00;0,00
;;03 lug 2022;Non definito;1812;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;678,00;678,00;0,00
;;;;347;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;282,50;282,50;0,00
;;03 set 2022;Non definito;1812;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;565,00;565,00;0,00
;;03 nov 2022;Non definito;347;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;339,00;339,00;0,00
;;06 dic 2022;Non definito;1812;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.017,00;1.017,00;0,00
;TEC-44170;03 feb 2022;04 feb 2022;1879;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;118,00;0,00;118,00
;;03 mar 2022;14 mar 2022;1814;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;590,00;0,00;590,00
;;03 apr 2022;Non definito;1814;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;531,00;531,00;0,00
;;03 mag 2022;Non definito;1814;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;590,00;590,00;0,00
;;03 giu 2022;Non definito;1814;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;531,00;531,00;0,00
;;03 lug 2022;Non definito;1814;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.062,00;1.062,00;0,00
;;03 set 2022;Non definito;1814;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;531,00;531,00;0,00
;;03 ott 2022;Non definito;1814;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;531,00;531,00;0,00
;;03 nov 2022;Non definito;1814;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;472,00;472,00;0,00
;TEC-44327;10 nov 2021;12 nov 2021;1818;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;39,50;0,00;39,50
;;14 dic 2021;15 dic 2021;1818;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;434,50;0,00;434,50
;;05 giu 2022;Non definito;1818;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;790,00;790,00;0,00
;;05 lug 2022;Non definito;1818;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;3.160,00;3.160,00;0,00
;;03 set 2022;Non definito;1818;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.106,00;1.106,00;0,00
;;03 ott 2022;Non definito;1818;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;948,00;948,00;0,00
;;03 nov 2022;Non definito;1818;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;790,00;790,00;0,00
;TEC-44158;07 dic 2021;15 dic 2021;1673;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;820,00;0,00;820,00
;;14 gen 2022;24 gen 2022;1813;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;205,00;0,00;205,00
;;24 feb 2022;04 mar 2022;1813;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;451,00;0,00;451,00
;;25 mar 2022;29 mar 2022;1813;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;168,10;0,00;168,10
;;;;292;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;902,00;0,00;902,00
;;05 apr 2022;Non definito;1813;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.230,00;1.230,00;0,00
;;08 apr 2022;Non definito;1813;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;2.537,90;2.537,90;0,00
;;;;292;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;512,50;512,50;0,00
;;05 mag 2022;Non definito;1813;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.230,00;1.230,00;0,00
;;05 giu 2022;Non definito;1813;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.230,00;1.230,00;0,00
;;05 lug 2022;Non definito;1813;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;2.460,00;2.460,00;0,00
;;05 set 2022;Non definito;1813;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.230,00;1.230,00;0,00
;;05 ott 2022;Non definito;1813;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.230,00;1.230,00;0,00
;;05 nov 2022;Non definito;1813;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.230,00;1.230,00;0,00
;TEC-44194;14 gen 2022;11 gen 2022;1816;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;1.401,60;0,00;1.401,60
;;11 feb 2022;04 feb 2022;1816;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;2.102,40;0,00;2.102,40
;;23 mar 2022;14 mar 2022;1816;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;3.066,00;0,00;3.066,00
;;13 apr 2022;Non definito;1816;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;2.217,74;2.217,74;0,00
;;05 mag 2022;Non definito;1816;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;2.190,00;2.190,00;0,00
;;05 giu 2022;Non definito;1816;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.752,00;1.752,00;0,00
;;03 lug 2022;Non definito;1928;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.022,00;1.022,00;0,00
;;05 lug 2022;Non definito;1816;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.168,00;1.168,00;0,00
;;03 set 2022;Non definito;1816;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.168,00;1.168,00;0,00
;;03 ott 2022;Non definito;1816;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;1.168,00;1.168,00;0,00
;;03 nov 2022;Non definito;1816;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;730,00;730,00;0,00
STAUBLI ITALIA SPA;TEC-60.7763-10021;25 mar 2022;24 mar 2022;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;1.050,00;0,00;1.050,00
;TEC-60.7763-10022;25 mar 2022;24 mar 2022;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;1.050,00;0,00;1.050,00
;TEC-22.2618-21;03 dic 2021;10 dic 2021;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;477,00;0,00;477,00
;;16 gen 2022;17 gen 2022;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;371,00;0,00;371,00
;;06 feb 2022;09 feb 2022;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;954,00;0,00;954,00
;;06 mar 2022;10 mar 2022;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;397,50;0,00;397,50
;;10 apr 2022;Non definito;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Aperta;106,00;106,00;0,00
;;06 mag 2022;Non definito;2291;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Aperta;300,00;300,00;0,00
;TEC-22.2618-22;03 dic 2021;10 dic 2021;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;477,00;0,00;477,00
;;16 gen 2022;17 gen 2022;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;371,00;0,00;371,00
;;06 feb 2022;09 feb 2022;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;954,00;0,00;954,00
;;06 mar 2022;10 mar 2022;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;397,50;0,00;397,50
;;10 apr 2022;Non definito;1644;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Aperta;106,00;106,00;0,00
;;06 mag 2022;Non definito;2291;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Aperta;300,00;300,00;0,00
;TEC-22.1054;01 nov 2021;08 nov 2021;1530;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;661,50;0,00;661,50
;;25 mar 2022;25 mar 2022;235;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Evasa;660,00;0,00;660,00
;;03 giu 2022;Non definito;235;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+5gg;Aperta;726,00;726,00;0,00
T.E. SRL;TEC-GNGL002-01;18 apr 2022;Non definito;77;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;379,60;379,60;0,00
;;20 mag 2022;Non definito;77;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;372,30;372,30;0,00
;TEC-GNGL001;18 apr 2022;Non definito;77;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;240,00;240,00;0,00
;;20 mag 2022;Non definito;77;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Aperta;244,80;244,80;0,00
