Fornitore;Articolo;OrAcq - Data Prevista Evasione;OrAcq - Data Effettiva Evasione;OrAcq - Numero Documento;Causale Documento;Pagamento Documento;Riga Evasa;OrAcq - Importo Generale 1;OrAcq - Importo Generale da evadere 1;OrAcq - Importo Generale Evaso 1
;;03 mar 2022;11 mar 2022;2057;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;72,00;0,00;72,00
;;03 apr 2022;Non definito;2057;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;72,00;72,00;0,00
;;03 mag 2022;Non definito;2057;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;72,00;72,00;0,00
;;03 giu 2022;Non definito;2057;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;72,00;72,00;0,00
;;03 lug 2022;Non definito;2057;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;144,00;144,00;0,00
;;03 set 2022;Non definito;2057;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;72,00;72,00;0,00
;;03 ott 2022;Non definito;2057;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;28,80;28,80;0,00
;TEC-EL966-01;18 mar 2022;16 mar 2022;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;3,51;0,00;3,51
;;;;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;175,50;0,00;175,50
;TEC-EL648-01;03 feb 2022;25 feb 2022;2056;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;42,50;0,00;42,50
;;25 mar 2022;25 mar 2022;2170;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;42,50;0,00;42,50
;;03 nov 2022;Non definito;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;38,25;38,25;0,00
;TEC-EL021-03;03 nov 2021;08 nov 2021;1700;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;50,00;0,00;50,00
;;03 gen 2022;18 gen 2022;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1,08;0,00;1,08
;;10 gen 2022;18 gen 2022;2213;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1,08;0,00;1,08
;TEC-EL650-02;18 mar 2022;11 mar 2022;2056;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;26,52;0,00;26,52
;;03 mag 2022;16 mar 2022;2170;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;78,00;0,00;78,00
;;;11 mar 2022;2056;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;51,48;0,00;51,48
;;03 nov 2022;Non definito;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;70,20;70,20;0,00
;TEC-EL731-01;03 feb 2022;25 feb 2022;2056;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;57,50;0,00;57,50
;;25 mar 2022;19 mar 2022;2170;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;57,50;0,00;57,50
;;03 nov 2022;Non definito;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;50,60;50,60;0,00
;TEC-EL719-01;03 feb 2022;Non definito;2056;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Chiusa senza completa evasione;33,50;0,00;0,00
;;03 mar 2022;Non definito;2170;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Chiusa senza completa evasione;33,50;0,00;0,00
;TEC-ELUPDOWN-01;03 giu 2022;Non definito;447;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;237,00;237,00;0,00
;TEC-EL649-01;03 feb 2022;25 feb 2022;2056;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;38,00;0,00;38,00
;;25 mar 2022;25 mar 2022;2170;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;38,00;0,00;38,00
;;03 nov 2022;Non definito;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;32,68;32,68;0,00
;TEC-SL637-01;29 mar 2022;Non definito;173;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;995,00;995,00;0,00
;TEC-EL867-01;18 mar 2022;19 mar 2022;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;207,15;0,00;207,15
;;25 mar 2022;19 mar 2022;334;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;69,05;0,00;69,05
;;03 lug 2022;Non definito;1;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;136,40;136,40;0,00
;;;;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;69,05;69,05;0,00
;TEC-EL617-01;17 set 2021;10 set 2021;1503;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;168,25;0,00;168,25
;;05 ott 2021;01 ott 2021;1503;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;67,30;0,00;67,30
;;15 ott 2021;18 ott 2021;1700;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;67,30;0,00;67,30
;;03 apr 2022;Non definito;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;68,05;68,05;0,00
;;03 mag 2022;Non definito;383;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;68,05;68,05;0,00
;;03 giu 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;68,05;68,05;0,00
;;03 lug 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;68,05;68,05;0,00
;;03 set 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;102,08;102,08;0,00
;;03 ott 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;68,05;68,05;0,00
;;03 dic 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;68,05;68,05;0,00
;TEC-EL617-02;03 gen 2022;18 gen 2022;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;680,50;0,00;680,50
;;28 gen 2022;25 feb 2022;172;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;673,00;0,00;673,00
;TEC-EL825-01;03 gen 2022;07 feb 2022;2056;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;150,96;0,00;150,96
;TEC-EL824-01;03 gen 2022;18 gen 2022;2056;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;330,48;0,00;330,48
;TEC-1007K18-041R6;20 gen 2022;18 gen 2022;1;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1,84;0,00;1,84
;TEC-1007K18-041R1;20 gen 2022;18 gen 2022;1;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1,84;0,00;1,84
;TEC-1007K22-017R5;03 dic 2021;06 dic 2021;2125;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;3,20;0,00;3,20
;TEC-1007K24-011R3;10 gen 2022;18 gen 2022;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;16,00;0,00;16,00
;TEC-1007K24-011R6;10 gen 2022;18 gen 2022;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;3,00;0,00;3,00
;TEC-1007K24-011R4;10 gen 2022;18 gen 2022;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;4,40;0,00;4,40
;TEC-1007K24-011R8;10 gen 2022;18 gen 2022;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;2,25;0,00;2,25
;TEC-1007K24-011R5;10 gen 2022;18 gen 2022;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;6,00;0,00;6,00
;TEC-EL911-01;03 dic 2021;06 dic 2021;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;160,00;0,00;160,00
;;05 gen 2022;11 gen 2022;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;160,00;0,00;160,00
;;03 feb 2022;12 feb 2022;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;168,00;0,00;168,00
;;03 mar 2022;05 mar 2022;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;160,00;0,00;160,00
;;03 apr 2022;Non definito;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;160,00;160,00;0,00
;TEC-EL662-01;17 set 2021;10 set 2021;1503;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;49,50;0,00;49,50
;;10 dic 2021;10 dic 2021;2213;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;10,05;0,00;10,05
;;10 gen 2022;18 gen 2022;2213;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;50,25;0,00;50,25
;;03 apr 2022;Non definito;1;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;49,50;49,50;0,00
;;03 lug 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;49,50;49,50;0,00
;TEC-EL868-02;17 set 2021;10 set 2021;1479;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;11,80;0,00;11,80
;TEC-EL714-03;03 nov 2021;19 nov 2021;1785;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;850,00;0,00;850,00
;;03 dic 2021;10 dic 2021;1785;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;850,00;0,00;850,00
;;05 gen 2022;26 gen 2022;1785;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.275,00;0,00;1.275,00
;;04 feb 2022;18 feb 2022;172;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;850,00;0,00;850,00
;;20 feb 2022;25 feb 2022;172;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.275,00;0,00;1.275,00
;;25 mar 2022;25 mar 2022;334;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.700,00;0,00;1.700,00
;;03 apr 2022;Non definito;334;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.700,00;1.700,00;0,00
;;03 mag 2022;Non definito;334;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.700,00;1.700,00;0,00
;;03 lug 2022;Non definito;3;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;850,00;850,00;0,00
;;03 ago 2022;Non definito;3;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;680,00;680,00;0,00
;;03 set 2022;Non definito;3;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;425,00;425,00;0,00
;TEC-SL427-01;15 ott 2021;19 nov 2021;1594;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;165,76;0,00;165,76
;;12 nov 2021;29 nov 2021;1594;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;296,00;0,00;296,00
;;;;1728;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;59,20;0,00;59,20
;;17 dic 2021;22 dic 2021;1933;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;177,60;0,00;177,60
;;14 gen 2022;31 gen 2022;2039;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;177,60;0,00;177,60
;;;18 gen 2022;2039;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;236,80;0,00;236,80
;;21 gen 2022;31 gen 2022;2039;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;177,60;0,00;177,60
;;;;2086;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;236,80;0,00;236,80
;;11 feb 2022;11 mar 2022;256;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;296,00;0,00;296,00
;;;25 feb 2022;256;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;177,60;0,00;177,60
;;25 mar 2022;19 mar 2022;350;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa parzialmente;592,00;331,52;260,48
;;;Non definito;350;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;592,00;592,00;0,00
;;08 apr 2022;Non definito;529;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;651,20;651,20;0,00
;;17 giu 2022;19 mar 2022;2039;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;177,60;0,00;177,60
;TEC-EL851-01;07 feb 2022;12 feb 2022;278;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;0,00;0,00;0,00
;TEC-EL008-03;03 mag 2022;Non definito;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;568,00;568,00;0,00
;;03 lug 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;568,00;568,00;0,00
;;03 set 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;568,00;568,00;0,00
;TEC-EL460-400-01;24 set 2021;01 ott 2021;1574;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;422,00;0,00;422,00
;;22 ott 2021;25 ott 2021;1762;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;0,00;0,00;0,00
;;17 dic 2021;10 dic 2021;1954;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;211,00;0,00;211,00
;;21 gen 2022;07 feb 2022;1954;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa parzialmente;130,00;0,00;130,00
;;11 feb 2022;11 mar 2022;256;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;338,00;0,00;338,00
;;21 feb 2022;05 mar 2022;1954;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;130,00;0,00;130,00
;;11 mar 2022;16 mar 2022;376;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;225,44;0,00;225,44
;TEC-EL915-01;08 ott 2021;07 ott 2021;1667;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;135,00;0,00;135,00
;;29 ott 2021;02 nov 2021;1829;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;54,00;0,00;54,00
;;19 nov 2021;19 nov 2021;1889;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;108,00;0,00;108,00
;;10 dic 2021;11 gen 2022;2197;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;445,50;0,00;445,50
;;10 gen 2022;11 gen 2022;2197;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;135,00;0,00;135,00
;TEC-EL831-01;03 gen 2022;18 gen 2022;2056;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;76,50;0,00;76,50
;TEC-EL797-01;21 feb 2022;12 feb 2022;374;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;29,90;0,00;29,90
;;25 feb 2022;25 feb 2022;373;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;16,10;0,00;16,10
;TEC-EL840-01;24 set 2021;20 set 2021;1503;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;78,40;0,00;78,40
;;04 mar 2022;11 mar 2022;362;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;196,00;0,00;196,00
;TEC-EL803-01;05 nov 2021;08 nov 2021;1713;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;320,00;0,00;320,00
;;10 gen 2022;11 gen 2022;2128;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;480,00;0,00;480,00
;;03 feb 2022;07 feb 2022;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;16,38;0,00;16,38
;;25 mar 2022;19 mar 2022;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;605,88;0,00;605,88
;;;16 mar 2022;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;196,50;0,00;196,50
;;03 apr 2022;Non definito;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;229,25;229,25;0,00
;;;;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;114,63;114,63;0,00
;;03 mag 2022;Non definito;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;327,50;327,50;0,00
;;03 lug 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;245,63;245,63;0,00
;;03 ott 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;163,75;163,75;0,00
;;03 nov 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;147,38;147,38;0,00
;TEC-EL910-01;03 dic 2021;06 dic 2021;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;420,00;0,00;420,00
;;05 gen 2022;11 gen 2022;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;424,20;0,00;424,20
;;03 feb 2022;07 feb 2022;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;420,00;0,00;420,00
;;03 mar 2022;11 mar 2022;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;420,00;0,00;420,00
;;03 apr 2022;Non definito;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;420,00;420,00;0,00
;;;;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;2,10;2,10;0,00
;TEC-EL901-01;10 gen 2022;11 gen 2022;2128;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;76,00;0,00;76,00
;;;;2170;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;15,20;0,00;15,20
;;;;2213;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;17,10;0,00;17,10
;;11 feb 2022;12 feb 2022;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;107,35;0,00;107,35
;;25 feb 2022;25 feb 2022;284;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;20,90;0,00;20,90
;;03 apr 2022;Non definito;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;38,00;38,00;0,00
;;;;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;58,90;58,90;0,00
;TEC-EL374-01;03 feb 2022;12 feb 2022;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;236,90;0,00;236,90
;;18 mar 2022;19 mar 2022;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;236,90;0,00;236,90
;TEC-EL909-01;03 dic 2021;06 dic 2021;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;792,00;0,00;792,00
;;05 gen 2022;11 gen 2022;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;990,00;0,00;990,00
;;03 feb 2022;07 feb 2022;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;880,00;0,00;880,00
;;03 mar 2022;11 mar 2022;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;880,00;0,00;880,00
;;03 apr 2022;Non definito;1633;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;880,00;880,00;0,00
;;;;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;22,00;22,00;0,00
;TEC-EL899-01;05 nov 2021;08 nov 2021;1713;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;465,00;0,00;465,00
;;15 nov 2021;08 nov 2021;1913;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;62,00;0,00;62,00
;;10 gen 2022;11 gen 2022;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;539,75;0,00;539,75
;;25 mar 2022;19 mar 2022;383;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;333,38;0,00;333,38
;;03 apr 2022;Non definito;383;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;523,88;523,88;0,00
;;03 giu 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;301,63;301,63;0,00
;;03 lug 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;968,38;968,38;0,00
;;03 ott 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;571,50;571,50;0,00
;TEC-EL995-11-01;19 nov 2021;29 nov 2021;2032;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;0,45;0,00;0,45
;TEC-EL826-01;03 gen 2022;18 gen 2022;2056;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;86,70;0,00;86,70
;TEC-SL695-01;29 ott 2021;02 nov 2021;1841;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;150,00;0,00;150,00
;;14 mar 2022;16 mar 2022;413;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;70,00;0,00;70,00
;;25 mar 2022;16 mar 2022;413;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;180,00;0,00;180,00
;TEC-SL694-01;29 ott 2021;02 nov 2021;1841;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;150,00;0,00;150,00
;;11 mar 2022;11 mar 2022;413;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;70,00;0,00;70,00
;;18 mar 2022;11 mar 2022;413;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;180,00;0,00;180,00
;TEC-SL696-01;22 ott 2021;25 ott 2021;1728;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;100,00;0,00;100,00
;;;;1730;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;35,00;0,00;35,00
;;21 gen 2022;11 mar 2022;1954;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;50,00;0,00;50,00
;;11 feb 2022;11 mar 2022;2037;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;115,00;0,00;115,00
;;18 mar 2022;11 mar 2022;413;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;100,00;0,00;100,00
;TEC-0035805;05 nov 2021;11 nov 2021;1739;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.380,00;0,00;1.380,00
;;03 dic 2021;06 dic 2021;1952;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.380,00;0,00;1.380,00
;;03 mar 2022;05 mar 2022;1952;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.380,00;0,00;1.380,00
;;03 apr 2022;Non definito;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.380,00;1.380,00;0,00
;;03 mag 2022;Non definito;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.380,00;1.380,00;0,00
;;03 set 2022;Non definito;22;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.380,00;1.380,00;0,00
;;03 ott 2022;Non definito;471;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Chiusa senza completa evasione;1.380,00;0,00;0,00
;TEC-EL098-05;17 set 2021;20 set 2021;1503;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;677,50;0,00;677,50
;;05 nov 2021;12 nov 2021;1503;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.355,00;0,00;1.355,00
;;12 nov 2021;29 nov 2021;1700;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.355,00;0,00;1.355,00
;;03 feb 2022;16 feb 2022;172;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.405,00;0,00;1.405,00
;;03 mar 2022;11 mar 2022;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;1.405,00;0,00;1.405,00
;;03 apr 2022;Non definito;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.405,00;1.405,00;0,00
;;20 apr 2022;Non definito;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.405,00;1.405,00;0,00
;;03 lug 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.405,00;1.405,00;0,00
;;03 set 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;702,50;702,50;0,00
;;03 ott 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;702,50;702,50;0,00
;TEC-EL541-01;03 nov 2021;29 nov 2021;1785;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;389,70;0,00;389,70
;;05 nov 2021;19 nov 2021;1713;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;519,60;0,00;519,60
;;;12 nov 2021;1713;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;519,60;0,00;519,60
;;21 mar 2022;25 mar 2022;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;944,30;0,00;944,30
;;03 apr 2022;Non definito;1;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;194,85;194,85;0,00
;;;;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;134,90;134,90;0,00
;;;;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;261,30;261,30;0,00
;;03 mag 2022;Non definito;1;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;129,90;129,90;0,00
;;;;224;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;809,40;809,40;0,00
;;;;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;130,65;130,65;0,00
;;03 lug 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;1.079,20;1.079,20;0,00
;;03 set 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;404,70;404,70;0,00
;;03 ott 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;809,40;809,40;0,00
;;03 nov 2022;Non definito;510;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;404,70;404,70;0,00
;TEC-EL093-04;10 gen 2022;11 gen 2022;2210;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;253,65;0,00;253,65
;TEC-EL183-06;15 ott 2021;08 ott 2021;1700;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;397,50;0,00;397,50
;;03 gen 2022;18 gen 2022;2280;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;399,25;0,00;399,25
;;18 mar 2022;19 mar 2022;383;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;410,00;0,00;410,00
